quantization,inference_time,precision
int8,0.02011585235595703,0.0
int8,0.020159006118774414,0.0
int8,0.019978046417236328,0.21
int8,0.020025968551635742,0.0
int8,0.020292997360229492,0.0
int8,0.020034074783325195,0.08
int8,0.019883155822753906,0.0
int8,0.019797086715698242,0.13
int8,0.02000904083251953,0.0
int8,0.020374059677124023,0.0
int8,0.020067930221557617,0.0
int8,0.02002096176147461,0.02
int8,0.01983499526977539,0.01
int8,0.019702911376953125,0.03
int8,0.020389080047607422,0.01
int8,0.0200960636138916,0.0
int8,0.019798994064331055,0.01
int8,0.019943952560424805,0.0
int8,0.019798994064331055,0.0
int8,0.02025294303894043,0.0
int8,0.019813060760498047,0.0
int8,0.020511865615844727,0.07
int8,0.020328998565673828,0.0
int8,0.02027106285095215,0.05
int8,0.020038127899169922,0.0
int8,0.02041482925415039,0.11
int8,0.020266056060791016,0.16
int8,0.02007889747619629,0.0
int8,0.020022869110107422,0.0
int8,0.020133018493652344,0.01
int8,0.020448923110961914,0.0
int8,0.020195960998535156,0.02
int8,0.020127058029174805,0.0
int8,0.019932031631469727,0.0
int8,0.02051401138305664,0.0
int8,0.020112991333007812,0.05
int8,0.020127058029174805,0.0
int8,0.019973039627075195,0.0
int8,0.02007007598876953,0.0
int8,0.020233154296875,0.0
int8,0.019829988479614258,0.03
int8,0.02063584327697754,0.0
int8,0.020101070404052734,0.04
int8,0.02028799057006836,0.02
int8,0.0203399658203125,0.0
int8,0.020099878311157227,0.09
int8,0.02020716667175293,0.01
int8,0.020058155059814453,0.0
int8,0.01995682716369629,0.0
int8,0.020267963409423828,0.02
int8,0.02044820785522461,0.0
int8,0.020102977752685547,0.04
int8,0.019868850708007812,0.0
int8,0.020036935806274414,0.0
int8,0.020195960998535156,0.08
int8,0.02052903175354004,0.0
int8,0.020400047302246094,0.01
int8,0.019937992095947266,0.02
int8,0.02049088478088379,0.02
int8,0.02016305923461914,0.11
int8,0.020387887954711914,0.01
int8,0.02020096778869629,0.01
int8,0.019888877868652344,0.0
int8,0.019882917404174805,0.0
int8,0.0204010009765625,0.0
int8,0.019880056381225586,0.16
int8,0.019855976104736328,0.0
int8,0.02116990089416504,0.02
int8,0.020678043365478516,0.1
int8,0.0203399658203125,0.06
int8,0.02001190185546875,0.19
int8,0.019943952560424805,0.09
int8,0.020015954971313477,0.0
int8,0.01980900764465332,0.0
int8,0.020219087600708008,0.13
int8,0.02004694938659668,0.03
int8,0.020048141479492188,0.0
int8,0.019995927810668945,0.0
int8,0.01985311508178711,0.0
int8,0.02039313316345215,0.14
int8,0.020514965057373047,0.0
int8,0.02027297019958496,0.03
int8,0.020138025283813477,0.03
int8,0.020048856735229492,0.01
int8,0.02042102813720703,0.03
int8,0.02002692222595215,0.07
int8,0.01993083953857422,0.09
int8,0.020004987716674805,0.05
int8,0.01983785629272461,0.1
int8,0.020221948623657227,0.0
int8,0.019942045211791992,0.0
int8,0.01992511749267578,0.06
int8,0.020190000534057617,0.0
int8,0.019988059997558594,0.0
int8,0.020205974578857422,0.0
int8,0.02055215835571289,0.0
int8,0.020155906677246094,0.04
int8,0.019961118698120117,0.0
int8,0.019667863845825195,0.0
int8,0.02071404457092285,0.09
int8,0.02019190788269043,0.0
int8,0.020071029663085938,0.0
int8,0.020220041275024414,0.02
int8,0.020290851593017578,0.17
int8,0.020335912704467773,0.0
int8,0.020011186599731445,0.02
int8,0.020016193389892578,0.0
int8,0.020038127899169922,0.02
int8,0.019862890243530273,0.0
int8,0.020474910736083984,0.0
int8,0.020548105239868164,0.06
int8,0.020195960998535156,0.16
int8,0.020122051239013672,0.01
int8,0.020159006118774414,0.0
int8,0.020089149475097656,0.0
int8,0.020595073699951172,0.09
int8,0.020126819610595703,0.0
int8,0.020097970962524414,0.15
int8,0.020100116729736328,0.05
int8,0.0204620361328125,0.0
int8,0.02000713348388672,0.13
int8,0.020027875900268555,0.0
int8,0.01999688148498535,0.0
int8,0.020071029663085938,0.0
int8,0.020491838455200195,0.15
int8,0.020101070404052734,0.01
int8,0.02042222023010254,0.02
int8,0.020164966583251953,0.12
int8,0.020181894302368164,0.04
int8,0.019989967346191406,0.02
int8,0.020474910736083984,0.0
int8,0.020014047622680664,0.0
int8,0.020459890365600586,0.0
int8,0.020231008529663086,0.0
int8,0.02050018310546875,0.0
int8,0.02008199691772461,0.05
int8,0.019930124282836914,0.0
int8,0.020029067993164062,0.0
int8,0.020021915435791016,0.0
int8,0.02031993865966797,0.0
int8,0.020364999771118164,0.0
int8,0.020138978958129883,0.01
int8,0.020054101943969727,0.01
int8,0.019732952117919922,0.01
int8,0.020669937133789062,0.02
int8,0.019994020462036133,0.0
int8,0.02860283851623535,0.0
int8,0.0500638484954834,0.0
int8,0.02204108238220215,0.01
int8,0.021043062210083008,0.14
int8,0.02054286003112793,0.01
int8,0.020478010177612305,0.1
int8,0.02036595344543457,0.0
int8,0.020645856857299805,0.17
int8,0.020489931106567383,0.0
int8,0.020294904708862305,0.0
int8,0.0303800106048584,0.0
int8,0.02068805694580078,0.1
int8,0.02017498016357422,0.06
int8,0.020342111587524414,0.03
int8,0.021103858947753906,0.08
int8,0.02008509635925293,0.14
int8,0.020083904266357422,0.18
int8,0.0202939510345459,0.04
int8,0.020233869552612305,0.0
int8,0.020025014877319336,0.0
int8,0.019995927810668945,0.0
int8,0.020179033279418945,0.09
int8,0.019964933395385742,0.0
int8,0.020228147506713867,0.01
int8,0.020498037338256836,0.0
int8,0.02031707763671875,0.13
int8,0.02014899253845215,0.01
int8,0.02013111114501953,0.03
int8,0.020227909088134766,0.01
int8,0.020081043243408203,0.0
int8,0.020053863525390625,0.0
int8,0.019927024841308594,0.0
int8,0.020724058151245117,0.06
int8,0.020668983459472656,0.0
int8,0.020162105560302734,0.0
int8,0.02041316032409668,0.0
int8,0.020255088806152344,0.0
int8,0.02035689353942871,0.01
int8,0.020123004913330078,0.02
int8,0.02060103416442871,0.02
int8,0.020528078079223633,0.1
int8,0.02030801773071289,0.04
int8,0.02051997184753418,0.02
int8,0.020390987396240234,0.11
int8,0.020274877548217773,0.02
int8,0.020041942596435547,0.16
int8,0.019921064376831055,0.0
int8,0.019915103912353516,0.01
int8,0.02070903778076172,0.0
int8,0.02033400535583496,0.0
int8,0.020052194595336914,0.12
int8,0.02087998390197754,0.09
int8,0.020162105560302734,0.0
int8,0.020288944244384766,0.0
int8,0.020111083984375,0.0
int8,0.019984960556030273,0.18
int8,0.02029585838317871,0.0
int8,0.020044803619384766,0.0
int8,0.020188093185424805,0.0
int8,0.0201568603515625,0.0
int8,0.020354032516479492,0.0
int8,0.02013397216796875,0.1
int8,0.020199060440063477,0.0
int8,0.020370960235595703,0.01
int8,0.020282983779907227,0.0
int8,0.02021503448486328,0.0
int8,0.020061016082763672,0.12
int8,0.01960301399230957,0.05
int8,0.020619869232177734,0.13
int8,0.019987106323242188,0.0
int8,0.020303964614868164,0.1
int8,0.019836902618408203,0.02
int8,0.02004218101501465,0.0
int8,0.020489931106567383,0.03
int8,0.02033400535583496,0.0
int8,0.020713090896606445,0.0
int8,0.02023005485534668,0.15
int8,0.02004384994506836,0.01
int8,0.020175933837890625,0.12
int8,0.020318031311035156,0.0
int8,0.020108938217163086,0.0
int8,0.020015954971313477,0.0
int8,0.02031397819519043,0.0
int8,0.020076990127563477,0.0
int8,0.020310163497924805,0.01
int8,0.019932031631469727,0.0
int8,0.020386934280395508,0.0
int8,0.019904136657714844,0.0
int8,0.020340919494628906,0.0
int8,0.019932031631469727,0.07
int8,0.020481109619140625,0.01
int8,0.020453929901123047,0.09
int8,0.020743846893310547,0.0
int8,0.02017998695373535,0.07
int8,0.020357131958007812,0.2
int8,0.020056962966918945,0.17
int8,0.019937992095947266,0.01
int8,0.020730018615722656,0.14
int8,0.020053863525390625,0.08
int8,0.020470142364501953,0.0
int8,0.020016908645629883,0.0
int8,0.020071983337402344,0.0
int8,0.0199429988861084,0.0
int8,0.020270109176635742,0.0
int8,0.01999211311340332,0.0
int8,0.01993107795715332,0.0
int8,0.019999027252197266,0.0
int8,0.020215988159179688,0.15
int8,0.02025008201599121,0.0
int8,0.019902944564819336,0.0
int8,0.020597219467163086,0.06
int8,0.020354032516479492,0.0
int8,0.020219087600708008,0.0
int8,0.02041006088256836,0.01
int8,0.02059793472290039,0.0
int8,0.02013111114501953,0.15
int8,0.019988059997558594,0.0
int8,0.020067930221557617,0.23
int8,0.020171165466308594,0.13
int8,0.02019190788269043,0.0
int8,0.021282196044921875,0.0
int8,0.020977020263671875,0.17
int8,0.02060699462890625,0.0
int8,0.020767927169799805,0.0
int8,0.02085709571838379,0.0
int8,0.02091813087463379,0.0
int8,0.020817995071411133,0.08
int8,0.020740032196044922,0.01
int8,0.02130913734436035,0.0
int8,0.02115488052368164,0.0
int8,0.02157306671142578,0.1
int8,0.020949840545654297,0.01
int8,0.020519018173217773,0.01
int8,0.020521163940429688,0.0
int8,0.020440101623535156,0.01
int8,0.0206601619720459,0.0
int8,0.02009892463684082,0.03
int8,0.02043914794921875,0.04
int8,0.020427942276000977,0.0
int8,0.02053689956665039,0.0
int8,0.01994919776916504,0.0
int8,0.02017807960510254,0.0
int8,0.020061969757080078,0.01
int8,0.020494937896728516,0.0
int8,0.02097296714782715,0.02
int8,0.020637989044189453,0.0
int8,0.019932031631469727,0.15
int8,0.01999807357788086,0.02
int8,0.020434856414794922,0.0
int8,0.020277976989746094,0.01
int8,0.020184040069580078,0.1
int8,0.020280838012695312,0.0
int8,0.019984960556030273,0.0
int8,0.019848108291625977,0.05
int8,0.02036285400390625,0.0
int8,0.020138978958129883,0.02
int8,0.020631074905395508,0.0
int8,0.02155303955078125,0.0
int8,0.02102804183959961,0.0
int8,0.0208740234375,0.02
int8,0.020837068557739258,0.0
int8,0.020834922790527344,0.01
int8,0.020704984664916992,0.04
int8,0.021162986755371094,0.0
int8,0.021008014678955078,0.02
int8,0.02105998992919922,0.0
int8,0.022871017456054688,0.02
int8,0.021255016326904297,0.0
int8,0.020503997802734375,0.0
int8,0.020215988159179688,0.01
int8,0.02038884162902832,0.02
int8,0.020341873168945312,0.0
int8,0.020433902740478516,0.01
int8,0.020242929458618164,0.0
int8,0.020654916763305664,0.0
int8,0.02014017105102539,0.01
int8,0.0203549861907959,0.14
int8,0.020059823989868164,0.0
int8,0.020329952239990234,0.05
int8,0.02016592025756836,0.0
int8,0.020025968551635742,0.03
int8,0.020138025283813477,0.02
int8,0.01987314224243164,0.14
int8,0.019869089126586914,0.02
int8,0.020870208740234375,0.0
int8,0.020162105560302734,0.14
int8,0.02034592628479004,0.02
int8,0.019973039627075195,0.0
int8,0.020412921905517578,0.08
int8,0.019995927810668945,0.0
int8,0.019917964935302734,0.0
int8,0.020829200744628906,0.2
int8,0.02007317543029785,0.0
int8,0.02020120620727539,0.0
int8,0.020596027374267578,0.0
int8,0.02007007598876953,0.0
int8,0.020114898681640625,0.05
int8,0.020495891571044922,0.01
int8,0.021001100540161133,0.0
int8,0.020841121673583984,0.0
int8,0.02022099494934082,0.0
int8,0.020064115524291992,0.0
int8,0.019977807998657227,0.16
int8,0.02025294303894043,0.02
int8,0.020541906356811523,0.01
int8,0.020414113998413086,0.01
int8,0.020164012908935547,0.0
int8,0.02002406120300293,0.12
int8,0.020206928253173828,0.07
int8,0.01982593536376953,0.0
int8,0.02046489715576172,0.0
int8,0.02022099494934082,0.0
int8,0.019865989685058594,0.0
int8,0.019802093505859375,0.01
int8,0.020380020141601562,0.14
int8,0.020483970642089844,0.0
int8,0.020042896270751953,0.0
int8,0.019990921020507812,0.0
int8,0.02031397819519043,0.0
int8,0.019739151000976562,0.0
int8,0.02015209197998047,0.0
int8,0.020125865936279297,0.0
int8,0.019967079162597656,0.08
int8,0.020351886749267578,0.01
int8,0.02012801170349121,0.02
int8,0.020298004150390625,0.0
int8,0.01992201805114746,0.01
int8,0.01992011070251465,0.0
int8,0.020366191864013672,0.07
int8,0.02041316032409668,0.0
int8,0.02038717269897461,0.01
int8,0.019943952560424805,0.13
int8,0.019832849502563477,0.0
int8,0.01995086669921875,0.01
int8,0.0205078125,0.09
int8,0.020895957946777344,0.0
int8,0.020348072052001953,0.06
int8,0.020071029663085938,0.02
int8,0.020040035247802734,0.09
int8,0.020055055618286133,0.01
int8,0.020075082778930664,0.13
int8,0.020338058471679688,0.01
int8,0.020048856735229492,0.0
int8,0.02110004425048828,0.0
int8,0.020591020584106445,0.01
int8,0.019706010818481445,0.0
int8,0.020041942596435547,0.1
int8,0.01957988739013672,0.0
int8,0.020074129104614258,0.08
int8,0.019807100296020508,0.13
int8,0.02080392837524414,0.09
int8,0.020161151885986328,0.0
int8,0.02004098892211914,0.0
int8,0.02002692222595215,0.01
int8,0.020665884017944336,0.11
int8,0.020090818405151367,0.0
int8,0.020058870315551758,0.18
int8,0.02022409439086914,0.05
int8,0.020509958267211914,0.0
int8,0.02049398422241211,0.02
int8,0.020170927047729492,0.03
int8,0.019975900650024414,0.15
int8,0.0208590030670166,0.0
int8,0.02016592025756836,0.0
int8,0.020882129669189453,0.03
int8,0.021464109420776367,0.0
int8,0.02074599266052246,0.11
int8,0.0205838680267334,0.0
int8,0.020402908325195312,0.0
int8,0.020481109619140625,0.03
int8,0.020496129989624023,0.0
int8,0.019993066787719727,0.0
int8,0.02058696746826172,0.01
int8,0.020273923873901367,0.0
int8,0.020442962646484375,0.01
int8,0.020231008529663086,0.0
int8,0.0200347900390625,0.0
int8,0.020416975021362305,0.13
int8,0.02051997184753418,0.0
int8,0.01987910270690918,0.07
int8,0.020889997482299805,0.0
int8,0.021130800247192383,0.0
int8,0.019984006881713867,0.0
int8,0.020648956298828125,0.0
int8,0.020020008087158203,0.13
int8,0.02031683921813965,0.0
int8,0.019663095474243164,0.0
int8,0.02106499671936035,0.0
int8,0.01995682716369629,0.0
int8,0.020361900329589844,0.14
int8,0.02018117904663086,0.02
int8,0.02014017105102539,0.02
int8,0.020216941833496094,0.0
int8,0.020501136779785156,0.0
int8,0.02025008201599121,0.16
int8,0.020402193069458008,0.13
int8,0.02060699462890625,0.05
int8,0.020488977432250977,0.0
int8,0.02067399024963379,0.03
int8,0.019895076751708984,0.0
int8,0.019761085510253906,0.0
int8,0.020715951919555664,0.15
int8,0.02041792869567871,0.0
int8,0.020095109939575195,0.01
int8,0.020344972610473633,0.04
int8,0.020676136016845703,0.0
int8,0.020109891891479492,0.07
int8,0.02063298225402832,0.0
int8,0.02034282684326172,0.0
int8,0.019914865493774414,0.0
int8,0.020077943801879883,0.0
int8,0.02006697654724121,0.0
int8,0.020109891891479492,0.0
int8,0.020229101181030273,0.0
int8,0.020083904266357422,0.0
int8,0.019963979721069336,0.0
int8,0.020205974578857422,0.0
int8,0.01982903480529785,0.03
int8,0.02014613151550293,0.0
int8,0.019999980926513672,0.01
int8,0.020465850830078125,0.0
int8,0.020540952682495117,0.0
int8,0.020348072052001953,0.08
int8,0.020095109939575195,0.0
int8,0.02056598663330078,0.0
int8,0.02014780044555664,0.01
int8,0.020071983337402344,0.0
int8,0.020048141479492188,0.0
int8,0.020900964736938477,0.0
int8,0.02025604248046875,0.0
int8,0.020328044891357422,0.0
int8,0.020081043243408203,0.01
int8,0.019711971282958984,0.18
int8,0.019975900650024414,0.0
int8,0.02055811882019043,0.01
int8,0.020112991333007812,0.13
int8,0.02010798454284668,0.0
int8,0.019732952117919922,0.01
int8,0.020852088928222656,0.0
int8,0.020182132720947266,0.0
int8,0.020040035247802734,0.0
int8,0.01997208595275879,0.05
int8,0.019943952560424805,0.11
int8,0.020839929580688477,0.0
int8,0.020170927047729492,0.0
int8,0.02005314826965332,0.0
int8,0.020640850067138672,0.01
int8,0.020068883895874023,0.14
int8,0.02021193504333496,0.0
int8,0.01994800567626953,0.01
int8,0.01998305320739746,0.0
int8,0.019982099533081055,0.0
int8,0.020872116088867188,0.09
int8,0.019991159439086914,0.03
int8,0.0197451114654541,0.12
int8,0.021112918853759766,0.0
int8,0.020264148712158203,0.08
int8,0.020077943801879883,0.19
int8,0.020322799682617188,0.05
int8,0.020061969757080078,0.14
int8,0.020115137100219727,0.0
int8,0.019887924194335938,0.0
int8,0.020676851272583008,0.0
int8,0.02049398422241211,0.0
int8,0.02065110206604004,0.0
int8,0.02000594139099121,0.03
int8,0.020143985748291016,0.01
int8,0.01989889144897461,0.0
int8,0.02036905288696289,0.01
int8,0.020502805709838867,0.0
int8,0.020644187927246094,0.0
int8,0.019923925399780273,0.11
int8,0.02026987075805664,0.01
int8,0.020788908004760742,0.0
int8,0.021852970123291016,0.0
int8,0.019829988479614258,0.0
int8,0.021533966064453125,0.01
int8,0.020895004272460938,0.0
int8,0.020097970962524414,0.12
int8,0.02055215835571289,0.14
int8,0.02350592613220215,0.01
int8,0.02400803565979004,0.0
int8,0.021255016326904297,0.0
int8,0.020685911178588867,0.0
int8,0.020077943801879883,0.14
int8,0.02020096778869629,0.0
int8,0.020233869552612305,0.0
int8,0.020186901092529297,0.0
int8,0.020699024200439453,0.0
int8,0.020658016204833984,0.01
int8,0.02046799659729004,0.02
int8,0.020122051239013672,0.0
int8,0.02102494239807129,0.0
int8,0.020557880401611328,0.08
int8,0.020661115646362305,0.0
int8,0.020509004592895508,0.09
int8,0.020399808883666992,0.03
int8,0.020341873168945312,0.0
int8,0.01979517936706543,0.02
int8,0.020409107208251953,0.0
int8,0.020461082458496094,0.0
int8,0.020050048828125,0.0
int8,0.020407915115356445,0.0
int8,0.020802974700927734,0.0
int8,0.020334959030151367,0.0
int8,0.020298004150390625,0.0
int8,0.02027106285095215,0.18
int8,0.020270109176635742,0.0
int8,0.019804000854492188,0.0
int8,0.020292997360229492,0.0
int8,0.019906997680664062,0.15
int8,0.019883155822753906,0.0
int8,0.02017498016357422,0.02
int8,0.02030491828918457,0.03
int8,0.020187854766845703,0.01
int8,0.020322084426879883,0.0
int8,0.020231008529663086,0.0
int8,0.020615100860595703,0.0
int8,0.020207881927490234,0.01
int8,0.020207881927490234,0.1
int8,0.02057194709777832,0.08
int8,0.02045297622680664,0.16
int8,0.020403146743774414,0.0
int8,0.020489215850830078,0.08
int8,0.03359794616699219,0.0
int8,0.030823945999145508,0.01
int8,0.02017498016357422,0.0
int8,0.020434141159057617,0.0
int8,0.020441055297851562,0.0
int8,0.020292997360229492,0.13
int8,0.0198972225189209,0.01
int8,0.02018594741821289,0.0
int8,0.019917964935302734,0.0
int8,0.020407915115356445,0.02
int8,0.020267963409423828,0.12
int8,0.020257949829101562,0.19
int8,0.020032167434692383,0.0
int8,0.019763946533203125,0.03
int8,0.020351886749267578,0.0
int8,0.020282983779907227,0.0
int8,0.01992487907409668,0.14
int8,0.020064830780029297,0.0
int8,0.020289182662963867,0.15
int8,0.02071404457092285,0.0
int8,0.02050304412841797,0.0
int8,0.0203859806060791,0.0
int8,0.0202791690826416,0.0
int8,0.020829200744628906,0.08
int8,0.020509004592895508,0.0
int8,0.021042823791503906,0.0
int8,0.02042412757873535,0.04
int8,0.020880937576293945,0.01
int8,0.02031397819519043,0.08
int8,0.02102804183959961,0.0
int8,0.02078104019165039,0.04
int8,0.020813941955566406,0.03
int8,0.021129846572875977,0.0
int8,0.020945072174072266,0.14
int8,0.02179408073425293,0.01
int8,0.020735979080200195,0.01
int8,0.02036595344543457,0.01
int8,0.021073102951049805,0.01
int8,0.020305156707763672,0.02
int8,0.020519018173217773,0.11
int8,0.02051401138305664,0.06
int8,0.020288944244384766,0.1
int8,0.020644187927246094,0.0
int8,0.02018904685974121,0.0
int8,0.020518064498901367,0.0
int8,0.020658016204833984,0.09
int8,0.020102977752685547,0.1
int8,0.02032184600830078,0.0
int8,0.019986867904663086,0.1
int8,0.020142078399658203,0.0
int8,0.020303964614868164,0.02
int8,0.020061016082763672,0.02
int8,0.020256996154785156,0.0
int8,0.01989912986755371,0.02
int8,0.02031397819519043,0.0
int8,0.02026987075805664,0.0
int8,0.020020008087158203,0.01
int8,0.020852088928222656,0.0
int8,0.020050048828125,0.02
int8,0.022177934646606445,0.01
int8,0.020668983459472656,0.0
int8,0.020602941513061523,0.0
int8,0.02032303810119629,0.06
int8,0.020270109176635742,0.0
int8,0.020027875900268555,0.02
int8,0.020149946212768555,0.0
int8,0.019886016845703125,0.01
int8,0.020057201385498047,0.0
int8,0.020697832107543945,0.0
int8,0.020193099975585938,0.0
int8,0.020359039306640625,0.0
int8,0.02012014389038086,0.0
int8,0.02038407325744629,0.0
int8,0.020210981369018555,0.0
int8,0.019817829132080078,0.0
int8,0.020557880401611328,0.0
int8,0.020448923110961914,0.12
int8,0.020170211791992188,0.0
int8,0.020068883895874023,0.0
int8,0.020355939865112305,0.0
int8,0.0204160213470459,0.01
int8,0.020142078399658203,0.0
int8,0.02020120620727539,0.0
int8,0.02014899253845215,0.01
int8,0.02049708366394043,0.0
int8,0.020205020904541016,0.16
int8,0.02004098892211914,0.0
int8,0.020314931869506836,0.0
int8,0.020016908645629883,0.0
int8,0.020148038864135742,0.15
int8,0.02037501335144043,0.0
int8,0.020231008529663086,0.0
int8,0.020299911499023438,0.0
int8,0.020200014114379883,0.0
int8,0.020247936248779297,0.0
int8,0.020009994506835938,0.15
int8,0.020087003707885742,0.0
int8,0.020100116729736328,0.0
int8,0.020468950271606445,0.11
int8,0.020097017288208008,0.0
int8,0.020505905151367188,0.01
int8,0.0200040340423584,0.06
int8,0.019910812377929688,0.01
int8,0.019782066345214844,0.2
int8,0.02019214630126953,0.0
int8,0.02041482925415039,0.0
int8,0.020328998565673828,0.0
int8,0.01997089385986328,0.0
int8,0.019827842712402344,0.05
int8,0.04331088066101074,0.01
int8,0.031484127044677734,0.0
int8,0.020601987838745117,0.0
int8,0.020351886749267578,0.04
int8,0.020524024963378906,0.01
int8,0.02081894874572754,0.02
int8,0.020579099655151367,0.0
int8,0.02046489715576172,0.0
int8,0.020673036575317383,0.0
int8,0.020524024963378906,0.0
int8,0.020479917526245117,0.01
int8,0.02003788948059082,0.15
int8,0.020144939422607422,0.09
int8,0.020214080810546875,0.0
int8,0.020406007766723633,0.07
int8,0.020524978637695312,0.0
int8,0.020554065704345703,0.0
int8,0.020454883575439453,0.0
int8,0.021094799041748047,0.14
int8,0.020264148712158203,0.0
